tweet_text
"RT @MiddleEastEye: 30,000 children 'in desperate need' at Syrian border after Jordan halts aid https://t.co/oCq939NUcO https://t.co/cwQ43mT…"
RT @truclear: POTENTIAL REFUGEES KIDNAP WOMAN - MOB RAPE https://t.co/fMYFUlIpE8 this scum will prob be crossing Europe's borders in the su…
"RT @NatGeoPhotos: Pictures: For 250 Syrian refugees, this abandoned school in Athens is now home https://t.co/UPfdeHoX6x https://t.co/sQGda…"
"I agree with Trump &amp; Carson - taking in Muslim refugees, no papers, big security risk. Set up safe zones in Mid Est. https://t.co/k3K4XznEaW"
"RT @JustinTrudeau: Today Sophie &amp; I met the Toubeh family, who arrived as refugees from Syria. This is young Aziza’s first Canada Day. http…"
RT @Jarg: Welcome to the very small group of Syrian refugees who have arrived in S-O-T this weekend. May you find peace in our city #MoreIn…
"RT @isequiser96: Refugiados paquistaníes agredieron sexualmente a 18 mujeres el sábado en Darmstadt. La CE, preocupada, intenta aplastar a…"
RT @janimine: Meanwhile in Rize-Turkey. Kurdish Christian raises money for Christian refugees. Threatened w. death &amp; beaten. https://t.co/i…
RT @Refugees: Lebanon hosts more refugees compared to its population than anyone - 183/1000 https://t.co/3vrk48QnAk https://t.co/FHz2MFJapN
RT @janimine: Meanwhile in Rize-Turkey. Kurdish Christian raises money for Christian refugees. Threatened w. death &amp; beaten. https://t.co/i…
"Muslim refugees to the British people “we do not accept British laws, you adopt our Sharia Laws” - https://t.co/jNejEgaasH"
"RT @GilbertLiz: For all who contributed to the #compassioncollective for refugees, here's where your $ went! https://t.co/f3mO32d98c https:…"
RT @janimine: Meanwhile in Rize-Turkey. Kurdish Christian raises money for Christian refugees. Threatened w. death &amp; beaten. https://t.co/i…
#Refugee news - Syrian Refugees In Canada Eager For Jobs In Their New Country https://t.co/hzOpmCQfyz
"RT @AmyMek: Speak Up American Christians!    IN MAY, Jihadi Obama. admitted 1,035 Muslim Refugees and only 2 Christian Refugees. https://t.…"
RT @Refugees: Lebanon hosts more refugees compared to its population than anyone - 183/1000 https://t.co/7gGwz2VJkn https://t.co/svRgJDzU9L
RT @UN: More people are displaced from home than ever before - @refugees data: https://t.co/S1Xz8kI8lP #UN4RefugeesMigrants https://t.co/TD…
RT @JohnKStahlUSA: Anyone using common sense would immediately C this as simple solution 4 refugees from Syria. #tcot #ccot #gop #maga http…
@brumbyOz Australia puts refugees in Nauru - india doesn't - so?
RT @maxinemsw: I don't care if she plead the 5th I know in my heart she destroyed 3 nations and created 60 millions refugees https://t.co/6…
"A month later, this is still my favor @washingtonpost story.  https://t.co/jtZPzhugRF"
RT @JohnKStahlUSA: Anyone using common sense would immediately C this as simple solution 4 refugees from Syria. #tcot #ccot #gop #maga http…
RT @Refugees: Meet the 10 members of #TeamRefugees who will compete at #Rio2016 under the @Olympics flag https://t.co/wcvZHlY2eD https://t.…
Although a tilt-a-whirl and helping refugees was a much better dream than waiting for the bus
"RT @808to818: @RealJamesWoods. . . As long as there is a vet who isn't getting prompt treatment, we don't have enough money for more refuge…"
Doing very good work providing refugee shelters  @ERP0123 - see research and commitment to supporting refugees
"Record Number of Syrian Refugees Accepted in June, But Almost No Christians - Breitbart https://t.co/zHCahRHogt"
Mobs attack refugees- If the German government don't protect German citizens there will be civil war in Germany https://t.co/6Ill8QlXdF …
RT @_Leenaaaa: To all of you that make refugees feel like burdens- Young Syrians in Lebanon are attempting suicide more than ever https://t…
Sure what does this piece of garbage care. She's protected by hundreds of guns while the rest of us little people... https://t.co/UsgpYvA5zZ
RT @ghouInextdoor: 70 Romani refugees are facing deportation in Germany! They were violently removed while protesting ---&gt; READ https://t.c…
Greek leftists turn deserted hotel into home for refugees https://t.co/KN4iEPHQm8
"RT @vanguardngrnews: Syrian refugees living in Turkey will have the chance to become citizens, Turkey's President says. https://t.co/x4sVGs…"
RT @janimine: Meanwhile in Rize-Turkey. Kurdish Christian raises money for Christian refugees. Threatened w. death &amp; beaten. https://t.co/i…
Dios mío. https://t.co/Z9ZIQL203e
Join us helping to sort donations for refugees on Saturday 9th July #helpoften #rdguk #rdg https://t.co/ija3DeGcMH
RT @csmonitor: More refugees in 2015 than after World War II https://t.co/H3YKcaWdZ3 https://t.co/aVEiQnx9Vu
German activists decry attacks on Christian refugees in asylum centers. Being insulted and attacked.  https://t.co/8EgWdspaVN
"Good news"" that a lot of refugees are returning home bc they didn't get papers was big news item smh"
"RT @janimine: https://t.co/CLkEKaQTew The UAE has enough oil money to build artificial freaking islands, but nah they can't take any refuge…"
"RT @NYDailyNews: WELCOME TO TENNESSEE ... NOW, GET OUT: State's resistance to refugees stinks of Islamophobia https://t.co/HuPRD2j68T https…"
"RT @ZenaMorse: L👀k at what has happened in Germany, Sweden and G.B! They welcomed #refugees and are now paying the price. https://t.co/ETyg…"
RT @trumpquility1: What's pathetic is the DEMS spend millions on vetting TRUMP and not a damn penny on ISIS refugees coming to America! htt…
"RT @LlamameIshmael: At the cathedral in Köln, a boat used by refugees, a reminder of the Christ's call to help the poor and needy. https://…"
"RT @Refugees: 2015: 65.3m were displaced, compared to 59.5m just 12 months earlier https://t.co/ZqpVyoU7Xb https://t.co/uSiZnP0D6k"
Militant terrorists will murder the NHS unless Toby Young guns down every boat full of refugees.
More refugees in 2015 than after World War II https://t.co/H3YKcaWdZ3 https://t.co/aVEiQnx9Vu
RT @janimine: Meanwhile in Rize-Turkey. Kurdish Christian raises money for Christian refugees. Threatened w. death &amp; beaten. https://t.co/i…
RT @JanWillemHam: Prove that patrol hunting #Syrian refugees in East-#Bulgaria is armed. With i.a. large crossbow. Stop this monsters! http…
ISIS plotting 'Istanbul-style' massacre SNEAKING into the Europe disguised as refugees https://t.co/8FCYrmVZrS
RT @ghouInextdoor: 70 Romani refugees are facing deportation in Germany! They were violently removed while protesting ---&gt; READ https://t.c…
RT @maxinemsw: I don't care if she plead the 5th I know in my heart she destroyed 3 nations and created 60 millions refugees https://t.co/6…
https://t.co/07KT4eZqAs
RT @ghouInextdoor: 70 Romani refugees are facing deportation in Germany! They were violently removed while protesting ---&gt; READ https://t.c…
RT @trumpquility1: What's pathetic is the DEMS spend millions on vetting TRUMP and not a damn penny on ISIS refugees coming to America! htt…
"RT @NatGeoPhotos: Pictures: For 250 Syrian refugees, this abandoned school in Athens is now home https://t.co/UPfdeHoX6x https://t.co/sQGda…"
Beware the ‘empathy-washing’ of self-proclaimed caring capitalists https://t.co/gpzIOnzoPB
"RT @808to818: @RealJamesWoods. . . As long as there is a vet who isn't getting prompt treatment, we don't have enough money for more refuge…"
RT @2_Anissa: What do Gazan kids say when they're told that Gaza will welcome 1 million Syrian refugees? https://t.co/gm6FmZZpDf
RT @AbdullaAndalusi: Striking Photos Of WWII Refugees Escaping to Safety In Syria  https://t.co/xiuWXT9ezb
RT @ghouInextdoor: 70 Romani refugees are facing deportation in Germany! They were violently removed while protesting ---&gt; READ https://t.c…
RT @_Leenaaaa: To all of you that make refugees feel like burdens- Young Syrians in Lebanon are attempting suicide more than ever https://t…
"RT @808to818: @RealJamesWoods. . . As long as there is a vet who isn't getting prompt treatment, we don't have enough money for more refuge…"
RT @TheRebelTV: UPDATE: See ALL 2700 documents re: our report on refugees at one NB school https://t.co/KQdRv5XUa9 #cdnpoli #tcot https://t…
RT @_Leenaaaa: To all of you that make refugees feel like burdens- Young Syrians in Lebanon are attempting suicide more than ever https://t…
RT @SirPatStew: Refugees are not ‘other’. They are you and me. Stand #WithRefugees. Pls sign the petition https://t.co/MTE8py4L4d https://t…
#Erdogan #Syria(n) #refugees could ‘acquire Turkish nationality’ https://t.co/vStOZooL1G vía @AlArabiya_Eng
"RT @EUErasmusPlus: For millions of fans, football is life. For millions of refugees, life is about survival. #SupportRefugees #EURO2016 htt…"
RT @ghouInextdoor: 70 Romani refugees are facing deportation in Germany! They were violently removed while protesting ---&gt; READ https://t.c…
"NatGeoPhotos : Pictures: For 250 Syrian refugees, this abandoned school in Athens is now home … https://t.co/elGeOQjkhv"
RT @2_Anissa: What do Gazan kids say when they're told that Gaza will welcome 1 million Syrian refugees? https://t.co/gm6FmZZpDf
RT @alMuhandisah: So qadianis are trying to deceit the syrian refugees the same way they did to the bosnians. May Allah destroy their evil…
RT @2_Anissa: What do Gazan kids say when they're told that Gaza will welcome 1 million Syrian refugees? https://t.co/gm6FmZZpDf
RT @HuffPostCanada: Women climate refugees in the world's most vulnerable hotspot are turning to prostitution https://t.co/1TV6WpnC3R https…
"@patrickmadrid Hillary supports LGBT,Abortion,Muslim refugees instead of Christians etc.Trump,he will keep Muslims out there dangerous."
RT @janimine: https://t.co/OcA6dD6jG4 As our GOV tries to tell US that Muslim women &amp; children refugees  are safe ISIS is training them to…
RT @ghouInextdoor: 70 Romani refugees are facing deportation in Germany! They were violently removed while protesting ---&gt; READ https://t.c…
RT @2_Anissa: What do Gazan kids say when they're told that Gaza will welcome 1 million Syrian refugees? https://t.co/gm6FmZZpDf
"RT @EUErasmusPlus: For millions of fans, football is life. For millions of refugees, life is about survival. #SupportRefugees #EURO2016 htt…"
RT @Refugees: Lebanon hosts more refugees compared to its population than anyone - 183/1000 https://t.co/7gGwz2VJkn https://t.co/svRgJDzU9L
